X,Y,OBJECTID,METER_ID,LOCATION,SIDE_OF_STREET,BLOCKFACE,METER_STATUS,TOW_AWAY_HOURS,METER_TIME,HANDICAP,HOURS_OPERATION,IN_SERVICE,VALET_HOURS,RATE,FOOD_SERVICE_HOURS,TAXI_ZONE_HOURS,CHARGING_STATION,CHARGING_STATION_STATUS
-82.999087921563699,39.952545804826897,7523,B1,LIVINGSTON AVE W,South,FRONT ST - HIGH ST,Operational,,180,0,8 AM - 10 PM,14,5PM-12AM-TUES-SAT, $2.25,,,No,
-82.99937717100704,39.952675702182972,7610,B2,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.999162618149001,39.952552889540009,7522,B3,LIVINGSTON AVE W,South,FRONT ST - WALL ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.999451861734173,39.952682599401072,7609,B4,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.99923913318284,39.952559625119825,7521,B5,LIVINGSTON AVE W,South,FRONT ST - WALL ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.999539897689601,39.952692672202986,7608,B6,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.999318006259131,39.952567002688518,7520,B7,LIVINGSTON AVE W,South,FRONT ST - WALL ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.999620193641221,39.952695279047511,7607,B8,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.999400199073364,39.952574821805342,7519,B9,LIVINGSTON AVE W,South,FRONT ST - WALL ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.999692056866763,39.952704268665656,7606,B10,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.999483831990887,39.952583057140885,7518,B11,LIVINGSTON AVE W,South,HIGH ST - WALL ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.99977610203797,39.95271431145288,7605,B12,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.99982284576015,39.952614662937187,7517,B13,LIVINGSTON AVE W,South,HIGH ST - WALL ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.999861814656597,39.952715863809296,7604,B14,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.99988717906345,39.95262067722728,7516,B15,LIVINGSTON AVE W,South,HIGH ST - WALL ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.999944877555492,39.95272486770245,7603,B16,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000192188863579,39.952649554642115,7515,B17,LIVINGSTON AVE W,South,HIGH ST - WALL ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000016009756223,39.952734877977164,7602,B18,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.00025957812683,39.952654962168488,7514,B19,LIVINGSTON AVE W,South,HIGH ST - WALL ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000094249743725,39.952741894759022,7601,B20,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000185510390693,39.952749911547897,7600,B22,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000252821811912,39.952751807757465,7599,B24,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998444886166993,39.952566048036147,7524,B25,LIVINGSTON AVE E,South,HIGH ST - PEARL ST,Meter & Post Removed,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000339518074995,39.952762539547415,7598,B26,LIVINGSTON AVE W,North,FRONT ST - HIGH ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998362810968985,39.952577060440262,7525,B27,LIVINGSTON AVE E,South,HIGH ST - PEARL ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998280762328463,39.952586067816796,7526,B29,LIVINGSTON AVE E,South,HIGH ST - PEARL ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.99820399186234,39.95259903091506,7527,B31,LIVINGSTON AVE E,South,HIGH ST - PEARL ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.99812318133452,39.952609999052854,7528,B33,LIVINGSTON AVE E,South,HIGH ST - PEARL ST,Bagged - Paid,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998052180955796,39.952617998363912,7529,B35,LIVINGSTON AVE E,South,HIGH ST - PEARL ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.99740979892492,39.952703820590777,7530,B43,LIVINGSTON AVE E,South,CITY PARK AVE - PEARL ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.008523948092332,39.95899260977798,7885,C351,BELLE ST S,West,CHAPEL ST - STATE ST,Operational,3AM - 7AM - 4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-83.008511451779256,39.958930054123236,7884,C353,BELLE ST S,West,CHAPEL ST - STATE ST,Operational,3AM - 7AM - 4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-83.008499435382802,39.9588679836396,7883,C355,BELLE ST S,West,CHAPEL ST - STATE ST,Operational,3AM - 7AM - 4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-83.008485973408028,39.958805887895011,7882,C357,BELLE ST S,West,CHAPEL ST - STATE ST,Operational,3AM - 7AM - 4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-83.000471148362152,39.951530009198564,7154,B517,FRONT ST S,West,LIBERTY ST - LIVINGSTON AVE,Operational,0,180,0,8 AM - 4 PM,8,, $2.25,4PM-3AM SAT-SUN,,No,
-83.000458898526333,39.951470422771067,7155,B519,FRONT ST S,West,LIBERTY ST - LIVINGSTON AVE,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.00044913271492,39.95140931264504,7156,B521,FRONT ST S,West,LIBERTY ST - LIVINGSTON AVE,Meter & Post Removed,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000438140833182,39.951349061567733,7157,B523,FRONT ST S,West,LIBERTY ST - LIVINGSTON AVE,Meter & Post Removed,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000369822177845,39.950981816271316,7158,B553,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Meter & Post Removed,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000352819001478,39.950912803120879,7159,B555,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Meter & Post Removed,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000342800621894,39.950850722244944,7160,B557,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000331800644304,39.950786720852506,7161,B559,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000318834605295,39.950722871046004,7162,B561,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000305838865927,39.950674886407825,7163,B563,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,10 AM - 4 PM,180,0,8AM - 10AM & 4PM - 10PM,,, $2.25,10AM-4PM SAT-SUN,,No,
-83.000270186010269,39.950489838468272,7164,B565,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000258161824192,39.950427735507077,7165,B567,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000244929567472,39.950369152052048,7166,B569,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Meter & Post Removed,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000197210344908,39.950107951956291,7167,B571,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000189009092708,39.950031982400354,7168,B573,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000173974930078,39.949970812723912,7169,B575,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000160990287455,39.949908889464872,7170,B577,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000108645782788,39.949561173112478,7171,B579,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000092645269078,39.949507169550053,7172,B581,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000040434651098,39.949267423169886,7173,B583,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Meter & Post Removed,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000029574465572,39.949199844616302,7174,B585,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Meter & Post Removed,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.000018543815855,39.949137684231616,7175,B587,FRONT ST S,West,LIBERTY ST - SYCAMORE ST,Meter & Post Removed,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998577068395136,39.952150611505921,7843,B600,HIGH ST S,East,BLENKNER ST - BREWERS ST,Operational,7AM - 9AM,180,0,9 AM - 10 PM,13,, $2.25,,,No,
-82.998689954522959,39.9514999444512,7844,B601,HIGH ST S,West,BLENKNER ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998573770443144,39.952105570262795,7842,B602,HIGH ST S,East,BLENKNER ST - BREWERS ST,Operational,7AM - 9AM,180,0,9 AM - 10 PM,13,, $2.25,,,No,
-82.998679396036138,39.951436276991991,7845,B603,HIGH ST S,West,BLENKNER ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998559770489607,39.95204357013219,7841,B604,HIGH ST S,East,BLENKNER ST - BREWERS ST,Operational,7AM - 9AM,180,0,9 AM - 10 PM,13,, $2.25,,,No,
-82.998661952940211,39.951364938191205,7846,B605,HIGH ST S,West,BLENKNER ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998550770729878,39.951994570419743,7840,B606,HIGH ST S,East,BLENKNER ST - BREWERS ST,Operational,7AM - 9AM,180,0,9 AM - 10 PM,13,, $2.25,,,No,
-82.998655947637673,39.951307915321891,7847,B607,HIGH ST S,West,BLENKNER ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998530068789961,39.951915611509882,7839,B608,HIGH ST S,East,BLENKNER ST - BREWERS ST,Operational,7AM - 9AM,180,0,9 AM - 10 PM,13,, $2.25,,,No,
-82.998641649887375,39.9512469675145,7848,B609,HIGH ST S,West,BLENKNER ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998519068742311,39.951856611314433,7838,B610,HIGH ST S,East,BLENKNER ST - BREWERS ST,Operational,7AM - 9AM,180,0,9 AM - 10 PM,13,, $2.25,,,No,
-82.998479173847642,39.951590081580242,7837,B614,HIGH ST S,East,BLENKNER ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998464174422409,39.951534081334799,7836,B616,HIGH ST S,East,BLENKNER ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998450431258092,39.951466574384625,7835,B618,HIGH ST S,East,BLENKNER ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998578197840089,39.950913394030401,7850,B619,HIGH ST S,West,BECK ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998437430973098,39.951412574101049,7834,B620,HIGH ST S,East,BLENKNER ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998566196129659,39.950854386367546,7851,B621,HIGH ST S,West,BECK ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998425882191682,39.951344104029197,7833,B622,HIGH ST S,East,BLENKNER ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998556208996064,39.950788444102841,7852,B623,HIGH ST S,West,BECK ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998415173972163,39.951280081421274,7832,B624,HIGH ST S,East,BLENKNER ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998544100657156,39.950729248651477,7853,B625,HIGH ST S,West,BECK ST - HOSTER ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998457318805848,39.950306947943922,7854,B631,HIGH ST S,West,BECK ST - WILLOW ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998299265450612,39.950732188250861,7831,B632,HIGH ST S,East,BECK ST - HOSTER ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998449317076023,39.950262939890862,7855,B633,HIGH ST S,West,BECK ST - WILLOW ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998287264637,39.950669187948286,7830,B634,HIGH ST S,East,BECK ST - HOSTER ST,Operational,,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998431894731098,39.950146613202406,7856,B635,HIGH ST S,West,BECK ST - WILLOW ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.99841489713954,39.950091624743273,7857,B637,HIGH ST S,West,BECK ST - WILLOW ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998403910002665,39.950027680748754,7858,B639,HIGH ST S,West,BECK ST - WILLOW ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998211339558679,39.950263873240502,7829,B640,HIGH ST S,East,BECK ST - WILLOW ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998394924025447,39.949971739581407,7859,B641,HIGH ST S,West,BECK ST - WILLOW ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998200340036874,39.950196873360213,7828,B642,HIGH ST S,East,BECK ST - WILLOW ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998186339776012,39.950135872876011,7827,B644,HIGH ST S,East,BECK ST - WILLOW ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998181339913657,39.950067873005629,7826,B646,HIGH ST S,East,BECK ST - WILLOW ST,Operational,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-82.998346645147691,39.949713080954069,7860,B651,HIGH ST S,West,SYCAMORE ST - WILLOW ST,Meter & Post Removed,0,180,0,8 AM - 10 PM,14,, $2.25,,,No,
-83.007978728352938,39.957037560408295,7871,C388,BELLE ST S,East,TOWN ST - RICH ST,Operational,,720,0,6 AM - 10 PM,16,, $4.80,,,No,
-83.007967290028574,39.956981292944718,7869,C390,BELLE ST S,East,TOWN ST - RICH ST,Operational,,720,0,6 AM - 10 PM,16,, $4.80,,,No,
-83.007955857900313,39.956924749852092,7870,C392,BELLE ST S,East,TOWN ST - RICH ST,Operational,,720,0,6 AM - 10 PM,16,, $4.80,,,No,
-83.008476067321993,39.958747346928241,7881,C359,BELLE ST S,West,CHAPEL ST - STATE ST,Operational,3AM - 7AM - 4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-83.008463405416265,39.958678303674461,7880,C361,BELLE ST S,West,CHAPEL ST - STATE ST,Operational,3AM - 7AM - 4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-83.008451256497082,39.958631539457983,7879,C363,BELLE ST S,West,CHAPEL ST - STATE ST,Operational,3AM - 7AM - 4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-83.008226469470969,39.957671048592033,7868,C371,BELLE ST S,West,TOWN ST - RICH ST,Operational,4PM - 6PM,720,0,6 AM - 6 PM,12,, $2.40,,,No,
-83.008095767226138,39.957632760440561,7878,C372,BELLE ST S,East,TOWN ST - RICH ST,Operational,,720,0,6 AM - 10 PM,16,, $4.80,,,No,
-83.008216320662527,39.957609672474852,7867,C373,BELLE ST S,West,TOWN ST - RICH ST,Operational,4PM - 6PM,720,0,6 AM - 6 PM,12,, $2.40,,,No,
-83.008085222115298,39.957578151738083,7877,C374,BELLE ST S,East,TOWN ST - RICH ST,Operational,,720,0,6 AM - 10 PM,16,, $4.80,,,No,
-83.008205582769079,39.957548879828607,7866,C375,BELLE ST S,West,TOWN ST - RICH ST,Operational,4PM - 6PM,720,0,6 AM - 6 PM,12,, $2.40,,,No,
-83.008072962501217,39.957515066300026,7876,C376,BELLE ST S,East,TOWN ST - RICH ST,Operational,,720,0,6 AM - 10 PM,16,, $4.80,,,No,
-83.008192403016039,39.957490736671424,7865,C377,BELLE ST S,West,TOWN ST - RICH ST,Operational,,720,0,6 AM - 6 PM,12,, $2.40,,,No,
-83.008061224703638,39.957452916180465,7875,C378,BELLE ST S,East,TOWN ST - RICH ST,Operational,,720,0,6 AM - 10 PM,16,, $4.80,,,No,
-83.008181160247418,39.957433877560682,7864,C379,BELLE ST S,West,TOWN ST - RICH ST,Operational,4PM - 6PM,720,0,6 AM - 6 PM,12,, $2.40,,,No,
-83.008048720770589,39.957388903221272,7874,C380,BELLE ST S,East,TOWN ST - RICH ST,Operational,,720,0,6 AM - 10 PM,16,, $4.80,,,No,
-83.008170785671169,39.957377307400186,7863,C381,BELLE ST S,West,TOWN ST - RICH ST,Operational,4PM - 6PM,720,0,6 AM - 6 PM,12,, $2.40,,,No,
-83.008037793959431,39.957328658971264,7873,C382,BELLE ST S,East,RICH ST - TOWN ST,Operational,,720,0,6 AM - 10 PM,16,, $4.80,,,No,
-83.008161042187155,39.957325413400795,7862,C383,BELLE ST S,West,TOWN ST - RICH ST,Operational,4PM - 6PM,720,0,6 AM - 6 PM,12,, $2.40,,,No,
-83.008130246416286,39.957164681000201,7861,C385,BELLE ST S,West,TOWN ST - RICH ST,Operational,4PM - 6PM,720,0,6 AM - 6 PM,12,, $2.40,,,No,
-83.008010537964395,39.957206556466097,7872,C386,BELLE ST S,East,TOWN ST - RICH ST,Operational,,720,0,6 AM - 10 PM,16,, $4.80,,,No,
-82.990183577023259,39.954401410570249,7941,EA457,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.99015122611776,39.954405353684798,7940,EA459,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.990108049367521,39.954410379565012,7939,EA461,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.990074303994206,39.954414067293634,7938,EA463,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.990036970263418,39.954417559246515,7937,EA465,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.989997212618675,39.95442118650115,7936,EA467,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.989962191048619,39.954426289050005,7935,EA469,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.989923222707816,39.95443048940178,7934,EA471,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.989887149922552,39.954434556963349,7933,EA473,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.989850019670854,39.954438528055427,7932,EA475,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.989811170840142,39.95444291610761,7931,EA477,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.989775016682387,39.954446565170336,7930,EA479,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.989740334804353,39.954451216808692,7929,EA481,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.989699677071059,39.954454664886597,7928,EA483,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.989664782157547,39.954457651182537,7927,EA485,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.989625794805718,39.954461649768291,7926,EA487,FULTON ST E,South,FIFTH ST - GRANT AVE,Meter & Post Removed,4PM - 6PM,720,0,6 AM - 6 PM,12,, $4.80,,,No,
-82.998691548894939,39.95343722977659,8085,EA1,FULTON ST E,South,HIGH ST - THIRD ST,Operational,7 AM - 9 AM & 4 PM - 6 PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.998622488668545,39.953447433187975,8084,EA3,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.998391326119787,39.953610508819729,8062,EA4,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.998539662270773,39.953456809709593,8083,EA5,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.998312319988429,39.95361850986415,8061,EA6,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.998454238431393,39.953466271961773,8082,EA7,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.998235306118147,39.953629511481395,8060,EA8,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.998369272012425,39.953473267117587,8081,EA9,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.997761230065265,39.953679948250148,8059,EA10,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.998276244425966,39.953486270486977,8080,EA11,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.997696170597251,39.953690956438344,8058,EA12,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.998204715573635,39.953493645273078,8079,EA13,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.997404659387399,39.953719531087273,8057,EA14,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.99814379974886,39.953501633334646,8078,EA15,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.997335721995057,39.953726522385175,8056,EA16,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.998070927199649,39.953510616008039,8077,EA17,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.99726879113021,39.953738512775992,8055,EA18,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.997958979269157,39.95352260965015,8076,EA19,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.997048806447211,39.953762490853897,8054,EA20,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.997888972979879,39.953532610394063,8075,EA21,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.997816940500115,39.953539614209511,8074,EA23,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.996890849736687,39.953787500086747,8052,EA24,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.997746867110223,39.953546624080076,8073,EA25,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.996809517497198,39.953792338764771,8051,EA26,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.997677743140031,39.953555641042655,8072,EA27,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
-82.996738211035591,39.9538017480915,8050,EA28,FULTON ST E,North,HIGH ST - THIRD ST,Operational,7AM - 9AM,120,0,9 AM - 10 PM,13,, $1.50,,,No,
-82.997595127467321,39.953563265130242,8071,EA29,FULTON ST E,South,HIGH ST - THIRD ST,Operational,3AM - 9AM - 4PM - 6PM,120,0,9AM - 4PM & 6PM - 10PM,11,, $1.50,,,No,
